date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2020-11-25,5825,5875,5550,5550,117614100,0,0,0,0
2020-11-26,5525,5675,5500,5650,89572000,0,0,0,0
2020-11-27,5650,5700,5525,5550,98376500,0,0,0,0
2020-11-30,5425,6275,5400,6025,1402216900,0,0,0,0
2020-12-01,5425,5550,5400,5550,119445500,0,0,0,0
2020-12-02,5600,5750,5575,5725,94220300,0,0,0,0
2020-12-03,5725,5750,5600,5625,54407800,0,0,0,0
2020-12-04,5625,5725,5550,5700,52405500,0,0,0,0
2020-12-07,5800,5900,5725,5850,92859500,0,0,0,0
2020-12-08,5850,5875,5675,5700,77339200,0,0,0,0
2020-12-10,5800,5875,5750,5825,92988900,0,0,0,0
2020-12-11,5825,5875,5650,5675,53669200,0,0,0,0
2020-12-14,5725,5750,5650,5675,43821600,0,0,0,0
2020-12-15,5675,5975,5650,5950,128853200,0,0,0,0
2020-12-16,6000,6200,6000,6125,98362500,0,0,0,0
2020-12-17,6125,6200,6050,6200,76361900,0,0,0,0
2020-12-18,6250,6275,6175,6200,81878000,0,0,0,0
2020-12-21,6200,6225,6100,6150,54800500,0,0,0,0
2020-12-22,6100,6250,5950,6075,94394100,0,0,0,0
2020-12-23,6025,6100,5825,6000,73880100,0,0,0,0
2020-12-28,6175,6175,5950,6075,32572200,0,0,0,0
2020-12-29,6100,6175,6000,6050,40341500,0,0,0,0
2020-12-30,6100,6125,6025,6025,39615400,0,0,0,0
2020-12-31,6025,6925,5950,6100,948756900,0,0,0,0
2021-01-04,6100,6250,6025,6225,34840200,0,0,0,0
2021-01-05,6225,6250,6150,6175,27318400,0,0,0,0
2021-01-06,6175,6225,5950,6150,42778200,0,0,0,0
2021-01-07,6175,6200,6075,6075,33536400,0,0,0,0
2021-01-08,6150,6475,6100,6425,88590400,0,0,0,0
2021-01-11,6500,6600,6475,6525,57622400,0,0,0,0
2021-01-12,6425,6650,6400,6525,38226200,0,0,0,0
2021-01-13,6600,6800,6500,6775,56171600,0,0,0,0
2021-01-14,6850,6925,6775,6775,48209800,0,0,0,0
2021-01-15,6800,6850,6525,6575,45722300,0,0,0,0
2021-01-18,6575,6700,6525,6675,48444700,0,0,0,0
2021-01-19,6775,6775,6575,6675,37236400,0,0,0,0
2021-01-20,6625,6775,6625,6675,27403000,0,0,0,0
2021-01-21,6800,6800,6725,6800,32219700,0,0,0,0
2021-01-22,6825,6850,6600,6700,34960500,0,0,0,0
2021-01-25,6650,6650,6325,6475,73391700,0,0,0,0
2021-01-26,6475,6575,6300,6350,39158300,0,0,0,0
2021-01-27,6350,6350,6150,6275,56444100,0,0,0,0
2021-01-28,6150,6450,6150,6275,54596400,0,0,0,0
2021-01-29,6300,6375,5950,6100,71886200,0,0,0,0
2021-01-31,5850,6275,5350,5400,1293447600,0,0,0,0
2021-02-01,5850,6075,5750,6025,57416200,0,0,0,0
2021-02-02,6150,6150,5875,5975,42421400,0,0,0,0
2021-02-03,6075,6275,5950,6150,76420800,0,0,0,0
2021-02-04,6225,6225,6125,6200,29508100,0,0,0,0
2021-02-05,6250,6250,6050,6100,34366600,0,0,0,0
2021-02-08,6200,6200,6075,6100,28817400,0,0,0,0
2021-02-09,6100,6200,5825,5825,113795000,0,0,0,0
2021-02-10,5850,5975,5825,5900,43492200,0,0,0,0
2021-02-11,5875,5950,5825,5850,37890700,0,0,0,0
2021-02-15,6100,6250,5950,5950,178642200,0,0,0,0
2021-02-16,5975,6000,5900,5925,35796600,0,0,0,0
2021-02-17,5900,5925,5750,5800,56517500,0,0,0,0
2021-02-18,5750,5875,5725,5725,56765900,0,0,0,0
2021-02-19,5725,5850,5725,5775,42627800,0,0,0,0
2021-02-22,5825,5850,5700,5700,55230300,0,0,0,0
2021-02-23,5700,5825,5700,5725,60745000,0,0,0,0
2021-02-24,5775,5850,5600,5625,73050200,0,0,0,0
2021-02-25,5700,5700,5475,5575,123672200,0,0,0,0
2021-02-26,5450,5525,5350,5400,146271500,0,0,0,0
2021-02-28,5500,5800,5225,5275,1384615200,0,0,0,0
2021-03-01,5500,5600,5450,5600,118418900,0,0,0,0
2021-03-02,5650,5675,5550,5575,87061500,0,0,0,0
2021-03-03,5625,5700,5525,5675,49030200,0,0,0,0
