date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2017-09-30,8450,8675,8150,8200,153127200,0,0,0,0
2017-10-02,8450,8550,8450,8550,3636400,0,0,0,0
2017-10-03,8550,8675,8500,8600,7394100,0,0,0,0
2017-10-04,8675,8675,8525,8600,2437300,0,0,0,0
2017-10-05,8600,8625,8425,8425,10440500,0,0,0,0
2017-10-06,8425,8500,8400,8400,5878000,0,0,0,0
2017-10-09,8400,8425,8325,8400,9358800,0,0,0,0
2017-10-10,8400,8425,8350,8425,5187400,0,0,0,0
2017-10-11,8400,8425,8275,8375,9194200,0,0,0,0
2017-10-12,8350,8450,8350,8400,7717900,0,0,0,0
2017-10-13,8400,8400,8325,8325,17438600,0,0,0,0
2017-10-16,8325,8375,8250,8325,6637200,0,0,0,0
2017-10-17,8325,8350,8200,8250,7392100,0,0,0,0
2017-10-18,8250,8325,8175,8325,5620100,0,0,0,0
2017-10-19,8325,8325,8150,8150,6156900,0,0,0,0
2017-10-20,8225,8300,8175,8225,3576900,0,0,0,0
2017-10-23,8250,8400,8250,8350,4812800,0,0,0,0
2017-10-24,8400,8450,8325,8400,5353100,0,0,0,0
2017-10-25,8350,8475,8350,8475,4369200,0,0,0,0
2017-10-26,8450,8500,8225,8475,11333500,0,0,0,0
2017-10-27,8475,8475,8250,8250,6246400,0,0,0,0
2017-10-30,8325,8325,8150,8150,6944500,0,0,0,0
2017-10-31,8275,8325,7325,7325,211658600,0,0,0,0
2017-11-01,8275,8300,8200,8200,5341700,0,0,0,0
2017-11-02,8175,8325,8100,8100,6435600,0,0,0,0
2017-11-03,8150,8250,8100,8225,5582300,0,0,0,0
2017-11-06,8250,8250,8175,8200,4338100,0,0,0,0
2017-11-07,8225,8225,8025,8125,13398500,0,0,0,0
2017-11-08,8125,8150,8050,8075,5650000,0,0,0,0
2017-11-09,8100,8100,7950,7950,11225200,0,0,0,0
2017-11-10,8050,8100,8000,8025,10264200,0,0,0,0
2017-11-13,8025,8075,7950,7950,6142600,0,0,0,0
2017-11-14,8000,8050,7950,7950,2857300,0,0,0,0
2017-11-15,8000,8025,7875,7875,4615700,0,0,0,0
2017-11-16,7850,7900,7750,7750,10602100,0,0,0,0
2017-11-17,7775,7925,7750,7800,13645600,0,0,0,0
2017-11-20,7875,7975,7800,7800,9330600,0,0,0,0
2017-11-21,7775,7825,7700,7725,9885300,0,0,0,0
2017-11-22,7675,7800,7675,7725,7497000,0,0,0,0
2017-11-23,7775,7900,7725,7800,10216400,0,0,0,0
2017-11-24,7750,7775,7675,7700,9343400,0,0,0,0
2017-11-27,7750,7825,7700,7825,12473100,0,0,0,0
2017-11-28,7850,7850,7650,7700,14653400,0,0,0,0
2017-11-29,7700,7750,7600,7600,11133500,0,0,0,0
2017-11-30,7325,7775,7275,7625,205442500,0,0,0,0
2017-12-01,7325,7325,7325,7325,0,0,0,0,0
2017-12-04,7500,7525,7300,7300,14221600,0,0,0,0
2017-12-05,7400,7400,7275,7300,13366800,0,0,0,0
2017-12-06,7350,7400,7300,7325,8356500,0,0,0,0
2017-12-07,7300,7400,7300,7325,8866800,0,0,0,0
2017-12-08,7400,7425,7300,7375,9393400,0,0,0,0
2017-12-11,7400,7425,7350,7375,6757400,0,0,0,0
2017-12-12,7350,7400,7275,7350,12214700,0,0,0,0
2017-12-13,7350,7475,7325,7475,18456700,0,0,0,0
2017-12-14,7475,7675,7475,7525,15601800,0,0,0,0
2017-12-15,7525,7525,7400,7450,16750900,0,0,0,0
2017-12-18,7400,7500,7375,7500,9181300,0,0,0,0
2017-12-19,7500,7700,7475,7650,15706100,0,0,0,0
2017-12-20,7650,7700,7425,7550,14606300,0,0,0,0
2017-12-21,7525,7600,7475,7600,10857700,0,0,0,0
2017-12-22,7600,7625,7575,7625,4686000,0,0,0,0
2017-12-25,7625,7625,7625,7625,0,0,0,0,0
2017-12-26,7625,7625,7625,7625,0,0,0,0,0
2017-12-27,7625,7625,7575,7625,3274600,0,0,0,0
2017-12-28,7650,7700,7600,7700,10295800,0,0,0,0
2017-12-29,7700,7775,7600,7625,12848100,0,0,0,0
2017-12-31,7625,8125,7550,7750,211381900,0,0,0,0
2018-01-01,7625,7625,7625,7625,0,0,0,0,0
2018-01-02,7650,7700,7550,7550,6875700,0,0,0,0
2018-01-03,7600,7700,7600,7650,11532300,0,0,0,0
2018-01-04,7650,7725,7600,7725,6861700,0,0,0,0
2018-01-05,7700,7700,7625,7675,8060200,0,0,0,0
2018-01-08,7700,7875,7700,7850,13357200,0,0,0,0
2018-01-09,7825,7850,7775,7825,13531800,0,0,0,0
2018-01-10,7875,7875,7800,7825,9997600,0,0,0,0
2018-01-11,7800,7875,7750,7875,5038700,0,0,0,0
2018-01-12,7875,7900,7800,7850,8527900,0,0,0,0
2018-01-15,7850,7875,7775,7800,2802200,0,0,0,0
2018-01-16,7800,7900,7775,7900,15046200,0,0,0,0
2018-01-17,7900,7975,7875,7950,13872400,0,0,0,0
2018-01-18,7900,7975,7875,7900,7602900,0,0,0,0
2018-01-19,7925,7925,7850,7925,6292200,0,0,0,0
2018-01-22,7925,8100,7925,8075,19058300,0,0,0,0
2018-01-23,8075,8125,8000,8125,14253300,0,0,0,0
2018-01-24,8025,8125,8025,8075,7079200,0,0,0,0
2018-01-25,8075,8100,7900,8000,7476600,0,0,0,0
2018-01-26,8000,8075,7975,8075,3990400,0,0,0,0
2018-01-29,8100,8100,7975,8075,6652900,0,0,0,0
2018-01-30,8125,8125,7800,7800,11507100,0,0,0,0
2018-01-31,7750,7925,7550,7575,141542300,0,0,0,0
2018-02-01,7750,7900,7700,7700,10204300,0,0,0,0
2018-02-02,7800,7875,7750,7775,4592300,0,0,0,0
2018-02-05,7600,7875,7575,7800,5115700,0,0,0,0
2018-02-06,7700,7775,7650,7650,16499000,0,0,0,0
2018-02-07,7800,7925,7700,7925,9916400,0,0,0,0
2018-02-08,7900,7900,7825,7850,6543200,0,0,0,0
2018-02-09,7750,7875,7725,7750,8919100,0,0,0,0
2018-02-12,7775,7825,7750,7775,3646800,0,0,0,0
2018-02-13,7725,7825,7725,7750,10107000,0,0,0,0
2018-02-14,7750,7850,7750,7825,3861800,0,0,0,0
2018-02-15,7850,7850,7800,7800,4137500,0,0,0,0
2018-02-16,7800,7800,7800,7800,0,0,0,0,0
2018-02-19,7850,7875,7775,7850,4795300,0,0,0,0
2018-02-20,7800,7875,7725,7750,3427900,0,0,0,0
2018-02-21,7750,7775,7625,7625,10740300,0,0,0,0
2018-02-22,7650,7750,7625,7700,6050200,0,0,0,0
2018-02-23,7725,7775,7625,7625,6811800,0,0,0,0
2018-02-26,7650,7675,7550,7550,7874900,0,0,0,0
2018-02-27,7625,7675,7550,7575,7910600,0,0,0,0
2018-02-28,7575,7800,6975,7200,161289600,0,0,0,0
2018-03-01,7575,7800,7550,7775,8506100,0,0,0,0
2018-03-02,7750,7775,7675,7700,6042200,0,0,0,0
2018-03-05,7700,7700,7575,7600,13235400,0,0,0,0
2018-03-06,7600,7600,7450,7450,11197500,0,0,0,0
2018-03-07,7450,7450,7250,7275,9955000,0,0,0,0
2018-03-08,7300,7500,7300,7325,9359200,0,0,0,0
2018-03-09,7450,7500,7375,7450,3127000,0,0,0,0
2018-03-12,7525,7600,7500,7550,6550500,0,0,0,0
2018-03-13,7550,7575,7475,7500,7593700,0,0,0,0
2018-03-14,7600,7600,7325,7325,3518500,0,0,0,0
2018-03-15,7425,7425,7150,7175,7585400,0,0,0,0
2018-03-16,7175,7325,7075,7150,14475200,0,0,0,0
2018-03-19,7150,7350,7150,7200,3136100,0,0,0,0
2018-03-20,7200,7275,7000,7000,5952200,0,0,0,0
2018-03-21,7000,7350,7000,7275,7725200,0,0,0,0
2018-03-22,7325,7400,7150,7150,5782000,0,0,0,0
2018-03-23,7150,7375,7050,7150,8574000,0,0,0,0
2018-03-26,7150,7225,7125,7200,3789000,0,0,0,0
2018-03-27,7250,7350,7050,7150,8866500,0,0,0,0
2018-03-28,7125,7150,6975,7125,7495400,0,0,0,0
2018-03-29,7125,7200,7025,7200,8823500,0,0,0,0
2018-03-30,7200,7200,7200,7200,0,0,0,0,0
2018-03-31,7250,7350,6575,6975,143313300,0,0,0,0
2018-04-02,7250,7350,7150,7350,2889600,0,0,0,0
2018-04-03,7350,7350,7125,7150,6528100,0,0,0,0
2018-04-04,7225,7300,7075,7200,5165100,0,0,0,0
2018-04-05,7200,7225,7125,7125,2348600,0,0,0,0
2018-04-06,7150,7200,7100,7100,3894200,0,0,0,0
2018-04-09,7075,7225,7075,7175,6902600,0,0,0,0
2018-04-10,7125,7275,7125,7250,11617900,0,0,0,0
2018-04-11,7300,7300,7150,7225,9453000,0,0,0,0
2018-04-12,7225,7225,7050,7125,10132200,0,0,0,0
2018-04-13,7150,7175,7050,7075,7042900,0,0,0,0
2018-04-16,7050,7100,7025,7050,5150100,0,0,0,0
2018-04-17,7075,7125,7050,7100,12172100,0,0,0,0
2018-04-18,7125,7150,7025,7050,8005200,0,0,0,0
2018-04-19,7050,7150,7050,7150,3752100,0,0,0,0
2018-04-20,7150,7150,7050,7100,6606500,0,0,0,0
2018-04-23,7050,7100,6975,7000,8442300,0,0,0,0
2018-04-24,7050,7050,6900,6900,4391400,0,0,0,0
2018-04-25,6900,6950,6800,6875,4629800,0,0,0,0
2018-04-26,6800,6875,6575,6750,10318400,0,0,0,0
2018-04-27,6775,6875,6675,6775,4395000,0,0,0,0
2018-04-30,6975,7150,6075,7075,204840500,0,0,0,0
2018-05-01,6975,6975,6975,6975,0,0,0,0,0
2018-05-02,6975,6975,6850,6925,7277400,0,0,0,0
2018-05-03,6800,6850,6700,6725,7637400,0,0,0,0
2018-05-04,6675,6675,6300,6350,14993100,0,0,0,0
2018-05-07,6300,6475,6250,6375,4370700,0,0,0,0
2018-05-08,6375,6450,6200,6200,7322600,0,0,0,0
2018-05-09,6100,6600,6075,6375,14518000,0,0,0,0
2018-05-10,6375,6375,6375,6375,0,0,0,0,0
2018-05-11,6400,6575,6400,6500,7990000,0,0,0,0
2018-05-14,6350,6500,6325,6450,6590000,0,0,0,0
2018-05-15,6450,6500,6425,6475,7393200,0,0,0,0
2018-05-16,6375,6450,6300,6425,6789500,0,0,0,0
2018-05-17,6500,6500,6300,6300,9836700,0,0,0,0
2018-05-18,6400,6425,6325,6375,5593800,0,0,0,0
2018-05-21,6375,6375,6275,6300,10348400,0,0,0,0
2018-05-22,6500,6650,6375,6550,11034400,0,0,0,0
2018-05-23,6550,6950,6525,6800,15409400,0,0,0,0
2018-05-24,6875,7075,6800,6975,16201500,0,0,0,0
2018-05-25,7000,7025,6800,7025,9524400,0,0,0,0
2018-05-28,7025,7150,6900,7075,9057800,0,0,0,0
2018-05-29,7075,7075,7075,7075,0,0,0,0,0
2018-05-30,7075,7125,6875,7025,11301000,0,0,0,0
2018-05-31,7075,7250,6350,6650,129109000,0,0,0,0
2018-06-01,7075,7075,7075,7075,0,0,0,0,0
2018-06-04,7075,7125,7025,7025,7713300,0,0,0,0
2018-06-05,7100,7200,7000,7200,8137300,0,0,0,0
2018-06-06,7250,7250,6975,6975,10755400,0,0,0,0
2018-06-07,7000,7175,7000,7100,12775900,0,0,0,0
2018-06-08,7125,7150,6950,6950,17604100,0,0,0,0
2018-06-11,6950,6950,6950,6950,0,0,0,0,0
2018-06-12,6950,6950,6950,6950,0,0,0,0,0
2018-06-13,6950,6950,6950,6950,0,0,0,0,0
2018-06-14,6950,6950,6950,6950,0,0,0,0,0
2018-06-15,6950,6950,6950,6950,0,0,0,0,0
2018-06-18,6950,6950,6950,6950,0,0,0,0,0
2018-06-19,6950,6950,6950,6950,0,0,0,0,0
2018-06-20,6900,6950,6625,6700,20191400,0,0,0,0
2018-06-21,6850,6850,6475,6525,7803300,0,0,0,0
2018-06-22,6500,6675,6475,6550,8909500,0,0,0,0
2018-06-25,6650,6700,6500,6625,5831500,0,0,0,0
2018-06-26,6625,6725,6550,6625,9372700,0,0,0,0
2018-06-27,6600,6625,6550,6550,4276300,0,0,0,0
2018-06-28,6500,6575,6350,6350,8162800,0,0,0,0
2018-06-29,6425,6700,6400,6650,7575500,0,0,0,0
2018-06-30,6650,6675,6150,6350,99898800,0,0,0,0
2018-07-02,6650,6650,6500,6525,3110700,0,0,0,0
2018-07-03,6450,6450,6200,6250,7073200,0,0,0,0
2018-07-04,6250,6475,6150,6425,2508700,0,0,0,0
2018-07-05,6375,6400,6225,6300,5574800,0,0,0,0
2018-07-06,6325,6350,6200,6200,2360100,0,0,0,0
2018-07-09,6250,6600,6225,6550,5603200,0,0,0,0
2018-07-10,6600,6650,6475,6650,6278100,0,0,0,0
2018-07-11,6600,6675,6500,6625,5216400,0,0,0,0
2018-07-12,6625,6625,6475,6550,3074800,0,0,0,0
2018-07-13,6475,6550,6450,6525,4189300,0,0,0,0
2018-07-16,6525,6550,6400,6525,3613900,0,0,0,0
2018-07-17,6450,6475,6375,6425,3247700,0,0,0,0
2018-07-18,6450,6450,6350,6400,3124000,0,0,0,0
2018-07-19,6400,6425,6325,6325,4363400,0,0,0,0
2018-07-20,6300,6350,6275,6275,5042500,0,0,0,0
2018-07-23,6300,6425,6275,6425,3590000,0,0,0,0
2018-07-24,6425,6450,6375,6400,2898800,0,0,0,0
2018-07-25,6400,6425,6350,6350,1290200,0,0,0,0
2018-07-26,6400,6400,6325,6375,3138900,0,0,0,0
2018-07-27,6400,6400,6275,6275,8735200,0,0,0,0
2018-07-30,6300,6350,6250,6275,9155400,0,0,0,0
2018-07-31,6350,6775,6000,6375,124967800,0,0,0,0
2018-08-01,6350,6450,6325,6425,7581800,0,0,0,0
2018-08-02,6425,6450,6350,6400,3044800,0,0,0,0
2018-08-03,6350,6425,6300,6375,3678500,0,0,0,0
2018-08-06,6400,6625,6375,6600,7211500,0,0,0,0
2018-08-07,6600,6650,6500,6575,5339500,0,0,0,0
