date,open,high,low,close,adj_close,volume,dividends,splits,source
2000-10-02,425.0,427.5,417.5,420.0,309.32427978515625,40281000,0.0,0.0,yfinance_raw_daily
2000-10-03,420.0,422.5,395.0,395.0,290.9120788574219,80108000,0.0,0.0,yfinance_raw_daily
2000-10-04,395.0,395.0,372.5,387.5,285.38848876953125,142717000,0.0,0.0,yfinance_raw_daily
2000-10-05,385.0,400.0,385.0,395.0,290.9120788574219,98996000,0.0,0.0,yfinance_raw_daily
2000-10-06,395.0,395.0,382.5,387.5,285.38848876953125,32459000,0.0,0.0,yfinance_raw_daily
2000-10-09,387.5,387.5,370.0,377.5,278.02362060546875,73661000,0.0,0.0,yfinance_raw_daily
2000-10-10,375.0,377.5,370.0,375.0,276.1824035644531,50967000,0.0,0.0,yfinance_raw_daily
2000-10-11,372.5,390.0,370.0,385.0,283.5473327636719,62755000,0.0,0.0,yfinance_raw_daily
2000-10-12,385.0,395.0,382.5,390.0,287.2297058105469,87548000,0.0,0.0,yfinance_raw_daily
2000-10-13,385.0,395.0,380.0,395.0,290.9120788574219,55849000,0.0,0.0,yfinance_raw_daily
2000-10-16,395.0,395.0,395.0,395.0,290.9120788574219,0,0.0,0.0,yfinance_raw_daily
2000-10-17,400.0,410.0,400.0,405.0,298.2770080566406,56107000,0.0,0.0,yfinance_raw_daily
2000-10-18,405.0,405.0,395.0,400.0,294.5946044921875,49564000,0.0,0.0,yfinance_raw_daily
2000-10-19,397.5,405.0,392.5,405.0,298.2770080566406,63699000,0.0,0.0,yfinance_raw_daily
2000-10-20,412.5,412.5,387.5,400.0,294.5946044921875,72319000,0.0,0.0,yfinance_raw_daily
2000-10-23,400.0,400.0,387.5,400.0,294.5946044921875,14013000,0.0,0.0,yfinance_raw_daily
2000-10-24,400.0,400.0,387.5,400.0,294.5946044921875,1201000,0.0,0.0,yfinance_raw_daily
2000-10-25,400.0,400.0,400.0,400.0,294.5946044921875,0,0.0,0.0,yfinance_raw_daily
2000-10-26,387.5,400.0,387.5,400.0,294.5946044921875,19416000,0.0,0.0,yfinance_raw_daily
2000-10-27,400.0,400.0,400.0,400.0,294.5946044921875,0,0.0,0.0,yfinance_raw_daily
2000-10-30,387.5,387.5,375.0,387.5,285.38848876953125,18327000,0.0,0.0,yfinance_raw_daily
2000-10-31,375.0,387.5,375.0,387.5,285.38848876953125,4662000,0.0,0.0,yfinance_raw_daily
2000-11-01,387.5,387.5,375.0,387.5,285.38848876953125,19331000,0.0,0.0,yfinance_raw_daily
2000-11-02,387.5,387.5,375.0,387.5,285.38848876953125,5983000,0.0,0.0,yfinance_raw_daily
2000-11-03,387.5,387.5,375.0,387.5,285.38848876953125,2152000,0.0,0.0,yfinance_raw_daily
2000-11-06,387.5,400.0,375.0,400.0,294.5946044921875,18890000,0.0,0.0,yfinance_raw_daily
2000-11-07,400.0,400.0,387.5,400.0,294.5946044921875,7109000,0.0,0.0,yfinance_raw_daily
2000-11-08,400.0,412.5,387.5,400.0,294.5946044921875,82401000,0.0,0.0,yfinance_raw_daily
2000-11-09,400.0,412.5,387.5,400.0,294.5946044921875,16252000,0.0,0.0,yfinance_raw_daily
2000-11-10,387.5,425.0,387.5,412.5,303.8006286621094,62488000,0.0,0.0,yfinance_raw_daily
2000-11-13,412.5,425.0,400.0,412.5,303.8006286621094,52630000,0.0,0.0,yfinance_raw_daily
