date,open,high,low,close,adj_close,volume,dividends,splits,source
2004-03-18,887.5,893.75,875.0,875.0,518.6768188476562,29640000,0.0,0.0,yfinance_raw_daily
2004-03-19,881.25,962.5,881.25,950.0,563.1348266601562,119080000,0.0,0.0,yfinance_raw_daily
2004-03-22,950.0,950.0,950.0,950.0,563.1348266601562,0,0.0,0.0,yfinance_raw_daily
2004-03-23,937.5,968.75,912.5,956.25,566.8396606445312,61820000,0.0,0.0,yfinance_raw_daily
2004-03-24,962.5,962.5,937.5,937.5,555.7251586914062,24006000,0.0,0.0,yfinance_raw_daily
2004-03-25,937.5,943.75,925.0,931.25,552.0203247070312,27854000,0.0,0.0,yfinance_raw_daily
2004-03-26,937.5,937.5,912.5,918.75,544.6106567382812,11050000,0.0,0.0,yfinance_raw_daily
2004-03-29,918.75,925.0,918.75,918.75,544.6106567382812,1772000,0.0,0.0,yfinance_raw_daily
2004-03-30,925.0,943.75,925.0,943.75,559.4299926757812,12950000,0.0,0.0,yfinance_raw_daily
2004-03-31,950.0,968.75,950.0,962.5,570.5445556640625,50754000,0.0,0.0,yfinance_raw_daily
2004-04-01,962.5,962.5,950.0,956.25,566.8396606445312,25966000,0.0,0.0,yfinance_raw_daily
2004-04-02,956.25,962.5,937.5,937.5,555.7251586914062,47068000,0.0,0.0,yfinance_raw_daily
2004-04-05,937.5,937.5,937.5,937.5,555.7251586914062,0,0.0,0.0,yfinance_raw_daily
2004-04-06,950.0,981.25,950.0,981.25,581.6589965820312,74540000,0.0,0.0,yfinance_raw_daily
2004-04-07,981.25,1062.5,981.25,1062.5,629.8218383789062,118940000,0.0,0.0,yfinance_raw_daily
2004-04-08,1050.0,1087.5,1037.5,1075.0,637.2315063476562,82766000,0.0,0.0,yfinance_raw_daily
2004-04-09,1075.0,1075.0,1075.0,1075.0,637.2315063476562,0,0.0,0.0,yfinance_raw_daily
