date,open,high,low,close,adj_close,volume,dividends,splits,source
2000-12-06,1600.0,1650.0,1500.0,1650.0,917.6380004882812,11527500,0.0,0.0,yfinance_raw_daily
2000-12-07,1650.0,1675.0,1575.0,1625.0,903.7344970703125,12683000,0.0,0.0,yfinance_raw_daily
2000-12-08,1650.0,1675.0,1600.0,1600.0,889.8305053710938,2563000,0.0,0.0,yfinance_raw_daily
2000-12-11,1625.0,1625.0,1550.0,1550.0,862.0236206054688,702500,0.0,0.0,yfinance_raw_daily
2000-12-12,1575.0,1575.0,1525.0,1525.0,848.1201171875,393500,0.0,0.0,yfinance_raw_daily
2000-12-13,1550.0,1675.0,1550.0,1675.0,931.5416259765625,7418000,0.0,0.0,yfinance_raw_daily
2000-12-14,1700.0,1775.0,1650.0,1675.0,931.5416259765625,16721500,0.0,0.0,yfinance_raw_daily
2000-12-15,1675.0,1750.0,1650.0,1725.0,959.3487548828125,6336500,0.0,0.0,yfinance_raw_daily
2000-12-18,1725.0,1725.0,1675.0,1700.0,945.4451904296875,2251000,0.0,0.0,yfinance_raw_daily
2000-12-19,1700.0,1700.0,1600.0,1600.0,889.8305053710938,1257000,0.0,0.0,yfinance_raw_daily
2000-12-20,1600.0,1625.0,1600.0,1600.0,889.8305053710938,550000,0.0,0.0,yfinance_raw_daily
2000-12-21,1600.0,1600.0,1575.0,1575.0,875.9271850585938,149500,0.0,0.0,yfinance_raw_daily
2000-12-22,1575.0,1600.0,1575.0,1600.0,889.8305053710938,358500,0.0,0.0,yfinance_raw_daily
2000-12-25,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2000-12-26,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2000-12-27,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2000-12-28,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2000-12-29,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2001-01-01,1600.0,1600.0,1600.0,1600.0,889.8305053710938,0,0.0,0.0,yfinance_raw_daily
2001-01-02,1600.0,1600.0,1550.0,1550.0,862.0236206054688,105000,0.0,0.0,yfinance_raw_daily
2001-01-03,1500.0,1525.0,1500.0,1525.0,848.1201171875,246000,0.0,0.0,yfinance_raw_daily
2001-01-04,1575.0,1600.0,1550.0,1600.0,889.8305053710938,642000,0.0,0.0,yfinance_raw_daily
2001-01-05,1600.0,1675.0,1600.0,1650.0,917.6380004882812,3347500,0.0,0.0,yfinance_raw_daily
2001-01-08,1700.0,1725.0,1600.0,1600.0,889.8305053710938,3360000,0.0,0.0,yfinance_raw_daily
2001-01-09,1625.0,1650.0,1600.0,1600.0,889.8305053710938,675000,0.0,0.0,yfinance_raw_daily
2001-01-10,1625.0,1650.0,1575.0,1575.0,875.9271850585938,921500,0.0,0.0,yfinance_raw_daily
2001-01-11,1575.0,1575.0,1525.0,1525.0,848.1201171875,1712500,0.0,0.0,yfinance_raw_daily
2001-01-12,1525.0,1525.0,1500.0,1500.0,834.2162475585938,1363000,0.0,0.0,yfinance_raw_daily
2001-01-15,1525.0,1550.0,1500.0,1525.0,848.1201171875,563000,0.0,0.0,yfinance_raw_daily
2001-01-16,1525.0,1550.0,1525.0,1525.0,848.1201171875,236000,0.0,0.0,yfinance_raw_daily
2001-01-17,1525.0,1525.0,1500.0,1500.0,834.2162475585938,173000,0.0,0.0,yfinance_raw_daily
2001-01-18,1525.0,1525.0,1500.0,1500.0,834.2162475585938,1465500,0.0,0.0,yfinance_raw_daily
2001-01-19,1500.0,1500.0,1500.0,1500.0,834.2162475585938,430500,0.0,0.0,yfinance_raw_daily
2001-01-22,1500.0,1550.0,1500.0,1500.0,834.2162475585938,1030500,0.0,0.0,yfinance_raw_daily
2001-01-23,1525.0,1525.0,1500.0,1500.0,834.2162475585938,54000,0.0,0.0,yfinance_raw_daily
2001-01-24,1500.0,1500.0,1500.0,1500.0,834.2162475585938,79000,0.0,0.0,yfinance_raw_daily
2001-01-25,1525.0,1550.0,1500.0,1525.0,848.1201171875,757000,0.0,0.0,yfinance_raw_daily
2001-01-26,1500.0,1500.0,1500.0,1500.0,834.2162475585938,261000,0.0,0.0,yfinance_raw_daily
2001-01-29,1500.0,1500.0,1425.0,1450.0,806.4091186523438,765500,0.0,0.0,yfinance_raw_daily
2001-01-30,1475.0,1475.0,1475.0,1475.0,820.3128662109375,213000,0.0,0.0,yfinance_raw_daily
2001-01-31,1475.0,1525.0,1475.0,1500.0,834.2162475585938,1073000,0.0,0.0,yfinance_raw_daily
2001-02-01,1525.0,1525.0,1475.0,1500.0,834.2162475585938,1181500,0.0,0.0,yfinance_raw_daily
2001-02-02,1525.0,1575.0,1500.0,1550.0,862.0236206054688,4150000,0.0,0.0,yfinance_raw_daily
2001-02-05,1575.0,1575.0,1475.0,1475.0,820.3128662109375,3099500,0.0,0.0,yfinance_raw_daily
2001-02-06,1450.0,1450.0,1300.0,1325.0,736.8909912109375,4073000,0.0,0.0,yfinance_raw_daily
2001-02-07,1300.0,1300.0,1225.0,1250.0,695.1803588867188,499000,0.0,0.0,yfinance_raw_daily
2001-02-08,1250.0,1275.0,1250.0,1250.0,695.1803588867188,935000,0.0,0.0,yfinance_raw_daily
2001-02-09,1225.0,1250.0,1225.0,1225.0,681.2767944335938,438000,0.0,0.0,yfinance_raw_daily
2001-02-12,1200.0,1225.0,1000.0,1225.0,681.2767944335938,168000,0.0,0.0,yfinance_raw_daily
2001-02-13,1225.0,1225.0,1225.0,1225.0,681.2767944335938,169500,0.0,0.0,yfinance_raw_daily
2001-02-14,1225.0,1250.0,1225.0,1250.0,695.1803588867188,78000,0.0,0.0,yfinance_raw_daily
2001-02-15,1250.0,1250.0,1225.0,1225.0,681.2767944335938,248500,0.0,0.0,yfinance_raw_daily
2001-02-16,1225.0,1225.0,1200.0,1200.0,667.3731079101562,865500,0.0,0.0,yfinance_raw_daily
2001-02-19,1225.0,1225.0,1200.0,1225.0,681.2767944335938,948500,0.0,0.0,yfinance_raw_daily
2001-02-20,1200.0,1225.0,1200.0,1225.0,681.2767944335938,465000,0.0,0.0,yfinance_raw_daily
2001-02-21,1200.0,1200.0,1200.0,1200.0,667.3731079101562,224500,0.0,0.0,yfinance_raw_daily
2001-02-22,1200.0,1200.0,1200.0,1200.0,667.3731079101562,527000,0.0,0.0,yfinance_raw_daily
2001-02-23,1200.0,1200.0,1200.0,1200.0,667.3731079101562,148500,0.0,0.0,yfinance_raw_daily
2001-02-26,1200.0,1200.0,1200.0,1200.0,667.3731079101562,176500,0.0,0.0,yfinance_raw_daily
2001-02-27,1175.0,1200.0,1175.0,1200.0,667.3731079101562,33000,0.0,0.0,yfinance_raw_daily
2001-02-28,1200.0,1200.0,1175.0,1175.0,653.4693603515625,327500,0.0,0.0,yfinance_raw_daily
2001-03-01,1175.0,1175.0,1150.0,1150.0,639.5657958984375,38000,0.0,0.0,yfinance_raw_daily
2001-03-02,1175.0,1175.0,1150.0,1175.0,653.4693603515625,82000,0.0,0.0,yfinance_raw_daily
2001-03-05,1175.0,1175.0,1175.0,1175.0,653.4693603515625,0,0.0,0.0,yfinance_raw_daily
2001-03-06,1175.0,1400.0,1175.0,1400.0,778.6021118164062,4578000,0.0,0.0,yfinance_raw_daily
2001-03-07,1425.0,1475.0,1275.0,1300.0,722.9877319335938,8628000,0.0,0.0,yfinance_raw_daily
2001-03-08,1300.0,1300.0,1225.0,1250.0,695.1803588867188,1306500,0.0,0.0,yfinance_raw_daily
2001-03-09,1250.0,1250.0,1200.0,1200.0,667.3731079101562,354500,0.0,0.0,yfinance_raw_daily
2001-03-12,1200.0,1200.0,1125.0,1175.0,653.4693603515625,1187500,0.0,0.0,yfinance_raw_daily
2001-03-13,1175.0,1200.0,1100.0,1200.0,667.3731079101562,1613500,0.0,0.0,yfinance_raw_daily
2001-03-14,1200.0,1200.0,1200.0,1200.0,667.3731079101562,0,0.0,0.0,yfinance_raw_daily
2001-03-15,1175.0,1175.0,1150.0,1175.0,653.4693603515625,376000,0.0,0.0,yfinance_raw_daily
2001-03-16,1175.0,1250.0,1175.0,1175.0,653.4693603515625,1269000,0.0,0.0,yfinance_raw_daily
2001-03-19,1175.0,1200.0,1150.0,1175.0,653.4693603515625,794000,0.0,0.0,yfinance_raw_daily
2001-03-20,1175.0,1175.0,1150.0,1175.0,653.4693603515625,328500,0.0,0.0,yfinance_raw_daily
2001-03-21,1175.0,1200.0,1150.0,1150.0,639.5657958984375,1853000,0.0,0.0,yfinance_raw_daily
2001-03-22,1150.0,1150.0,1150.0,1150.0,639.5657958984375,265000,0.0,0.0,yfinance_raw_daily
2001-03-23,1150.0,1150.0,1150.0,1150.0,639.5657958984375,208500,0.0,0.0,yfinance_raw_daily
2001-03-26,1150.0,1150.0,1150.0,1150.0,639.5657958984375,0,0.0,0.0,yfinance_raw_daily
2001-03-27,1175.0,1225.0,1175.0,1175.0,653.4693603515625,3376500,0.0,0.0,yfinance_raw_daily
2001-03-28,1175.0,1175.0,1175.0,1175.0,653.4693603515625,2211500,0.0,0.0,yfinance_raw_daily
