variant_id,variant_label,date,active_ticker_count,available_ticker_count,target_selected_count
layer1_only,Layer 1 only,2002-02-15,13,13,13
layer1_only,Layer 1 only,2002-02-18,13,13,13
layer1_only,Layer 1 only,2002-02-19,13,13,13
layer1_only,Layer 1 only,2002-02-20,13,13,13
layer1_only,Layer 1 only,2002-02-21,13,13,13
layer1_only,Layer 1 only,2002-02-22,13,13,13
layer1_only,Layer 1 only,2002-02-25,13,13,13
layer1_only,Layer 1 only,2002-02-26,13,13,13
layer1_only,Layer 1 only,2002-02-27,13,13,13
layer1_only,Layer 1 only,2002-02-28,13,13,13
layer1_only,Layer 1 only,2002-03-01,13,13,13
layer1_only,Layer 1 only,2002-03-04,13,13,13
layer1_only,Layer 1 only,2002-03-05,13,13,13
layer1_only,Layer 1 only,2002-03-06,13,13,13
layer1_only,Layer 1 only,2002-03-07,13,13,13
layer1_only,Layer 1 only,2002-03-08,13,13,13
layer1_only,Layer 1 only,2002-03-11,13,13,13
layer1_only,Layer 1 only,2002-03-12,13,13,13
layer1_only,Layer 1 only,2002-03-13,13,13,13
layer1_only,Layer 1 only,2002-03-14,13,13,13
layer1_only,Layer 1 only,2002-03-15,13,13,13
layer1_only,Layer 1 only,2002-03-18,13,13,13
layer1_only,Layer 1 only,2002-03-19,13,13,13
layer1_only,Layer 1 only,2002-03-20,13,13,13
layer1_only,Layer 1 only,2002-03-21,13,13,13
layer1_only,Layer 1 only,2002-03-22,13,13,13
layer1_only,Layer 1 only,2002-03-25,13,13,13
layer1_only,Layer 1 only,2002-03-26,13,13,13
layer1_only,Layer 1 only,2002-03-27,13,13,13
layer1_only,Layer 1 only,2002-03-28,13,13,13
layer1_only,Layer 1 only,2002-03-29,13,13,13
layer1_only,Layer 1 only,2002-04-01,13,13,13
layer1_only,Layer 1 only,2002-04-02,13,13,13
layer1_only,Layer 1 only,2002-04-03,13,13,13
layer1_only,Layer 1 only,2002-04-04,13,13,13
layer1_only,Layer 1 only,2002-04-05,13,13,13
layer1_only,Layer 1 only,2002-04-08,13,13,13
layer1_only,Layer 1 only,2002-04-09,13,13,13
layer1_only,Layer 1 only,2002-04-10,13,13,13
layer1_only,Layer 1 only,2002-04-11,13,13,13
layer1_only,Layer 1 only,2002-04-12,13,13,13
layer1_only,Layer 1 only,2002-04-15,13,13,13
layer1_only,Layer 1 only,2002-04-16,13,13,13
layer1_only,Layer 1 only,2002-04-17,13,13,13
layer1_only,Layer 1 only,2002-04-18,13,13,13
layer1_only,Layer 1 only,2002-04-19,13,13,13
layer1_only,Layer 1 only,2002-04-22,14,14,14
layer1_only,Layer 1 only,2002-04-23,14,14,14
layer1_only,Layer 1 only,2002-04-24,14,14,14
layer1_only,Layer 1 only,2002-04-25,14,14,14
layer1_only,Layer 1 only,2002-04-26,14,14,14
layer1_only,Layer 1 only,2002-04-29,14,14,14
layer1_only,Layer 1 only,2002-04-30,14,14,14
layer1_only,Layer 1 only,2002-05-01,14,14,14
layer1_only,Layer 1 only,2002-05-02,14,14,14
layer1_only,Layer 1 only,2002-05-03,14,14,14
layer1_only,Layer 1 only,2002-05-06,14,14,14
layer1_only,Layer 1 only,2002-05-07,14,14,14
layer1_only,Layer 1 only,2002-05-08,14,14,14
layer1_only,Layer 1 only,2002-05-09,14,14,14
layer1_only,Layer 1 only,2002-05-10,14,14,14
layer1_only,Layer 1 only,2002-05-13,14,14,14
layer1_only,Layer 1 only,2002-05-14,14,14,14
layer1_only,Layer 1 only,2002-05-15,14,14,14
layer1_only,Layer 1 only,2002-05-16,14,14,14
layer1_only,Layer 1 only,2002-05-17,14,14,14
layer1_only,Layer 1 only,2002-05-20,14,14,14
layer1_only,Layer 1 only,2002-05-21,14,14,14
layer1_only,Layer 1 only,2002-05-22,14,14,14
layer1_only,Layer 1 only,2002-05-23,14,14,14
