variant_id,variant_label,ticker,entry_signals,total_trades,avg_return_per_trade,avg_win_rate,avg_holding_period_actual,max_drawdown_per_trade,coverage_collapsed
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,ISAT,251,109,1.1431,49.5413,11.8624,4.7642,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,ITMG,185,91,0.96,38.4615,11.3187,4.3402,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,JPFA,303,119,1.0319,42.8571,10.8487,5.9211,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,JSMR,204,87,-0.3447,39.0805,11.8506,4.3337,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,KLBF,261,115,0.7743,46.087,11.9565,4.0253,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,LSIP,295,128,0.7415,46.0938,11.1641,5.0751,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,MAPI,280,108,-0.4349,48.1481,11.4167,6.0504,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,MEDC,303,129,2.0324,44.186,11.2093,5.6431,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,MIKA,61,26,1.7218,65.3846,12.3846,4.3522,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,MNCN,163,77,-0.8386,32.4675,11.0519,7.1175,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,MYOR,311,135,2.3465,46.6667,11.5778,4.1069,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,PGAS,290,114,1.3729,46.4912,12.2281,4.3783,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,PTBA,306,127,1.5,40.1575,11.8346,4.7168,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,PWON,222,96,0.4811,42.7083,11.7188,4.9531,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,RALS,266,98,1.045,42.8571,11.6327,4.8535,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,SCMA,289,112,0.7924,40.1786,11.2679,5.3455,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,SILO,161,55,2.8109,49.0909,11.9091,4.584,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,SMGR,253,107,0.1909,44.8598,11.729,4.4665,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,TBIG,155,66,0.9004,40.9091,12.9545,4.8495,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,TLKM,227,108,0.2226,48.1481,11.2315,3.4946,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,TPIA,132,55,2.4953,41.8182,11.4909,5.4062,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,UNTR,292,133,1.5241,51.8797,11.6466,4.6162,False
atr_trailing_stop_with_layer3_toggle_sized,ATR trailing stop with Layer 3 toggle + fixed fractional sizing,UNVR,306,138,-0.0678,40.5797,10.7826,4.1665,False
