ticker_count,baseline_total_trades_sum,phase_a_total_trades_sum,baseline_win_rate_mean,phase_a_win_rate_mean,baseline_average_return_mean,phase_a_average_return_mean,delta_win_rate_mean,delta_average_return_mean
10,96.0,6.0,34.218,0.0,2.5160799999999997,-1.58209,-34.218,-4.09817
