variant_id,variant_label,ticker,rows,date_start,date_end,applied_threshold,applied_strict_mode,layer1_signals,variant_signals,skipped_signals,signal_retention_pct,coverage_collapsed,layer1_total_trades,variant_total_trades,trade_retention_pct,layer1_win_rate,variant_win_rate,delta_win_rate,layer1_average_return,variant_average_return,delta_average_return,layer1_max_drawdown,variant_max_drawdown,delta_max_drawdown
layer1_full_universe,Full universe after Layer 1,MEDC,6437,2000-06-06,2026-04-22,1.5,False,564,564,0,100.0,False,258,258,100.0,43.02,43.02,0.0,0.4605,0.4605,0.0,52.1933,52.1933,0.0
layer1_full_universe,Full universe after Layer 1,MIKA,2716,2015-03-24,2026-04-22,1.5,False,98,98,0,100.0,False,49,49,100.0,53.06,53.06,0.0,0.4847,0.4847,0.0,20.2864,20.2864,0.0
layer1_full_universe,Full universe after Layer 1,MNCN,4618,2007-06-22,2026-04-22,1.5,False,291,291,0,100.0,False,140,140,100.0,37.14,37.14,0.0,-0.6238,-0.6238,0.0,83.8857,83.8857,0.0
layer1_full_universe,Full universe after Layer 1,MYOR,6316,2000-11-22,2026-04-22,1.5,False,567,567,0,100.0,False,273,273,100.0,50.92,50.92,0.0,1.0114,1.0114,0.0,27.1983,27.1983,0.0
layer1_full_universe,Full universe after Layer 1,PGAS,5517,2003-12-15,2026-04-22,1.5,False,476,476,0,100.0,False,239,239,100.0,48.12,48.12,0.0,0.9131,0.9131,0.0,32.8297,32.8297,0.0
layer1_full_universe,Full universe after Layer 1,PTBA,5772,2002-12-23,2026-04-22,1.5,False,546,546,0,100.0,False,256,256,100.0,46.88,46.88,0.0,0.3847,0.3847,0.0,57.6779,57.6779,0.0
layer1_full_universe,Full universe after Layer 1,PWON,5059,2005-09-29,2026-04-22,1.5,False,425,425,0,100.0,False,195,195,100.0,49.74,49.74,0.0,1.0327,1.0327,0.0,50.6911,50.6911,0.0
layer1_full_universe,Full universe after Layer 1,RALS,5294,2004-10-22,2026-04-22,1.5,False,417,417,0,100.0,False,182,182,100.0,42.86,42.86,0.0,0.3745,0.3745,0.0,33.7488,33.7488,0.0
layer1_full_universe,Full universe after Layer 1,SCMA,5887,2002-07-16,2026-04-22,1.5,False,528,528,0,100.0,False,238,238,100.0,46.64,46.64,0.0,1.1713,1.1713,0.0,50.3184,50.3184,0.0
layer1_full_universe,Full universe after Layer 1,SILO,3090,2013-09-12,2026-04-22,1.5,False,265,265,0,100.0,False,112,112,100.0,55.36,55.36,0.0,1.1023,1.1023,0.0,38.493,38.493,0.0
layer1_full_universe,Full universe after Layer 1,SMGR,5060,2005-09-29,2026-04-22,1.5,False,380,380,0,100.0,False,197,197,100.0,43.15,43.15,0.0,-0.2507,-0.2507,0.0,65.0248,65.0248,0.0
layer1_full_universe,Full universe after Layer 1,TBIG,3807,2010-10-26,2026-04-22,1.5,False,263,263,0,100.0,False,127,127,100.0,42.52,42.52,0.0,0.5546,0.5546,0.0,41.3457,41.3457,0.0
layer1_full_universe,Full universe after Layer 1,TLKM,5311,2004-09-28,2026-04-22,1.5,False,352,352,0,100.0,False,191,191,100.0,42.93,42.93,0.0,-0.1544,-0.1544,0.0,36.797,36.797,0.0
layer1_full_universe,Full universe after Layer 1,TPIA,5859,2002-08-23,2026-04-22,1.5,False,349,349,0,100.0,False,143,143,100.0,52.45,52.45,0.0,1.792,1.792,0.0,54.7696,54.7696,0.0
layer1_full_universe,Full universe after Layer 1,UNTR,6371,2000-09-05,2026-04-22,1.5,False,503,503,0,100.0,False,258,258,100.0,49.22,49.22,0.0,0.5323,0.5323,0.0,47.8348,47.8348,0.0
layer1_full_universe,Full universe after Layer 1,UNVR,5591,2003-09-03,2026-04-22,1.5,False,483,483,0,100.0,False,247,247,100.0,46.96,46.96,0.0,0.0309,0.0309,0.0,41.4751,41.4751,0.0
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,AALI,6220,2001-04-05,2026-04-22,1.5,False,504,418,86,82.9365,False,234,201,85.8974,46.58,43.78,-2.8,0.2811,0.1978,-0.0833,59.6064,65.635,6.0286
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ACES,4525,2007-11-06,2026-04-22,1.5,False,378,315,63,83.3333,False,178,152,85.3933,41.57,43.42,1.85,-0.3323,-0.2243,0.108,68.2703,60.1653,-8.105
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ADRO,4360,2008-07-16,2026-04-22,1.5,False,350,304,46,86.8571,False,167,146,87.4251,43.11,39.73,-3.38,0.1157,-0.016,-0.1317,60.1084,62.5466,2.4382
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,AKRA,5060,2005-09-29,2026-04-22,1.5,False,328,267,61,81.4024,False,175,147,84.0,35.43,36.73,1.3,-0.024,0.0714,0.0954,70.3997,56.0609,-14.3388
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,AMRT,4243,2009-01-15,2026-04-22,1.5,False,367,289,78,78.7466,False,168,139,82.7381,41.07,41.73,0.66,0.9023,0.909,0.0067,30.977,36.6412,5.6642
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ANTM,5060,2005-09-29,2026-04-22,1.5,False,372,329,43,88.4409,False,171,146,85.3801,42.11,44.52,2.41,0.0237,0.521,0.4973,80.8039,63.3226,-17.4813
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ASII,6341,2000-10-17,2026-04-22,1.5,False,441,370,71,83.9002,False,223,189,84.7534,54.71,56.61,1.9,1.1328,1.2142,0.0814,25.9672,29.4982,3.531
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,AUTO,6299,2000-12-14,2026-04-22,1.5,False,547,463,84,84.6435,False,254,214,84.252,40.55,43.93,3.38,0.257,0.3466,0.0896,50.8046,42.5445,-8.2601
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BBCA,5392,2004-06-08,2026-04-22,1.5,False,429,355,74,82.7506,False,230,200,86.9565,50.87,49.5,-1.37,0.2262,0.1994,-0.0268,26.1163,30.9163,4.8
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BBNI,5512,2003-12-23,2026-04-22,1.5,False,450,396,54,88.0,False,220,198,90.0,45.0,46.46,1.46,0.3626,0.5554,0.1928,36.9104,31.4582,-5.4522
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BBRI,5543,2003-11-10,2026-04-22,1.5,False,412,357,55,86.6505,False,215,184,85.5814,46.05,46.2,0.15,0.076,0.1782,0.1022,38.4854,42.626,4.1406
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BBTN,4014,2009-12-17,2026-04-22,1.5,False,319,265,54,83.0721,False,146,127,86.9863,51.37,49.61,-1.76,0.3996,0.3965,-0.0031,43.4339,43.0453,-0.3886
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BMRI,5628,2003-07-14,2026-04-22,1.5,False,443,374,69,84.4244,False,229,196,85.5895,46.29,50.0,3.71,0.3825,0.475,0.0925,31.815,23.5986,-8.2164
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BRPT,5901,2002-06-26,2026-04-22,1.5,False,439,369,70,84.0547,False,187,153,81.8182,43.32,45.1,1.78,2.6719,2.9622,0.2903,53.7663,48.9798,-4.7865
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,BSDE,4388,2008-06-06,2026-04-22,1.5,False,334,294,40,88.024,False,152,131,86.1842,46.05,49.62,3.57,0.6599,0.9325,0.2726,45.5353,32.881,-12.6543
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,CPIN,5059,2005-09-29,2026-04-22,1.5,False,388,338,50,87.1134,False,195,166,85.1282,46.15,46.99,0.84,0.8864,0.9541,0.0677,62.0328,61.3819,-0.6509
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,CTRA,6330,2000-11-01,2026-04-22,1.5,False,535,467,68,87.2897,False,243,213,87.6543,41.56,43.19,1.63,0.809,1.2138,0.4048,69.4322,61.4312,-8.001
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ERAA,3527,2011-12-14,2026-04-22,1.5,False,255,211,44,82.7451,False,123,101,82.1138,43.09,44.55,1.46,0.14,0.4572,0.3172,63.1582,56.0866,-7.0716
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ESSA,3493,2012-02-01,2026-04-22,1.5,False,293,244,49,83.2765,False,126,105,83.3333,46.83,48.57,1.74,1.0964,1.0396,-0.0568,52.4062,46.8295,-5.5767
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,EXCL,5060,2005-09-29,2026-04-22,1.5,False,388,343,45,88.4021,False,183,165,90.1639,43.72,44.24,0.52,0.6438,0.3241,-0.3197,34.3768,43.8162,9.4394
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,GGRM,6174,2001-06-07,2026-04-22,1.5,False,420,341,79,81.1905,False,218,174,79.8165,47.25,44.83,-2.42,0.4837,0.4472,-0.0365,57.8728,53.9532,-3.9196
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,GOTO,961,2022-04-11,2026-04-22,1.5,False,43,41,2,95.3488,False,21,21,100.0,38.1,38.1,0.0,-0.7687,-0.8162,-0.0475,38.1522,38.1522,0.0
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,HMSP,6097,2001-09-25,2026-04-22,1.5,False,525,434,91,82.6667,False,229,198,86.4629,46.29,45.96,-0.33,0.2118,0.1351,-0.0767,95.3759,95.1386,-0.2373
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ICBP,6352,2000-10-02,2026-04-22,1.5,False,526,434,92,82.5095,False,252,207,82.1429,49.21,48.31,-0.9,0.5289,0.5448,0.0159,30.1666,35.2459,5.0793
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,INCO,5059,2005-09-29,2026-04-22,1.5,False,435,375,60,86.2069,False,200,171,85.5,45.5,46.78,1.28,0.7198,0.7519,0.0321,49.84,49.3936,-0.4464
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,INDF,6353,2000-10-02,2026-04-22,1.5,False,473,396,77,83.7209,False,227,196,86.3436,48.9,46.94,-1.96,0.6409,0.5338,-0.1071,33.0776,43.7764,10.6988
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,INDY,4386,2008-06-11,2026-04-22,1.5,False,355,313,42,88.169,False,157,143,91.0828,42.68,39.16,-3.52,1.2879,0.7935,-0.4944,63.7337,70.4275,6.6938
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,INTP,6305,2000-12-06,2026-04-22,1.5,False,514,404,110,78.5992,False,252,208,82.5397,45.63,45.19,-0.44,0.3103,0.3402,0.0299,52.5233,48.558,-3.9653
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ISAT,5450,2004-03-18,2026-04-22,1.5,False,428,349,79,81.5421,False,206,167,81.068,50.0,46.71,-3.29,0.9452,0.695,-0.2502,43.7619,44.4054,0.6435
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,ITMG,4496,2007-12-18,2026-04-22,1.5,False,349,297,52,85.1003,False,183,157,85.7923,47.54,47.77,0.23,0.1417,0.2242,0.0825,62.5815,44.1675,-18.414
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,JPFA,6266,2001-01-31,2026-04-22,1.5,False,537,470,67,87.5233,False,230,204,88.6957,46.52,45.1,-1.42,0.8708,0.4165,-0.4543,59.0697,63.4037,4.334
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,JSMR,4521,2007-11-12,2026-04-22,1.5,False,326,280,46,85.8896,False,164,146,89.0244,48.17,42.47,-5.7,0.07,-0.2245,-0.2945,28.8928,43.6265,14.7337
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,KLBF,5518,2003-12-15,2026-04-22,1.5,False,456,390,66,85.5263,False,223,191,85.6502,45.29,46.6,1.31,0.5259,0.5937,0.0678,34.9668,32.484,-2.4828
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,LSIP,5947,2002-04-22,2026-04-22,1.5,False,533,448,85,84.0525,False,233,200,85.8369,45.49,44.0,-1.49,0.3369,0.313,-0.0239,66.9877,62.8249,-4.1628
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,MAPI,5280,2004-11-10,2026-04-22,1.5,False,455,384,71,84.3956,False,222,181,81.5315,44.59,46.41,1.82,0.6376,0.8923,0.2547,57.1818,36.2362,-20.9456
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,MEDC,6437,2000-06-06,2026-04-22,1.5,False,564,479,85,84.9291,False,258,218,84.4961,43.02,45.87,2.85,0.4605,0.6955,0.235,52.1933,50.21,-1.9833
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,MIKA,2716,2015-03-24,2026-04-22,1.5,False,98,86,12,87.7551,False,49,43,87.7551,53.06,55.81,2.75,0.4847,0.8484,0.3637,20.2864,18.8265,-1.4599
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,MNCN,4618,2007-06-22,2026-04-22,1.5,False,291,259,32,89.0034,False,140,124,88.5714,37.14,36.29,-0.85,-0.6238,-0.7499,-0.1261,83.8857,81.7145,-2.1712
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,MYOR,6316,2000-11-22,2026-04-22,1.5,False,567,475,92,83.7743,False,273,228,83.5165,50.92,51.32,0.4,1.0114,1.3328,0.3214,27.1983,19.0737,-8.1246
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,PGAS,5517,2003-12-15,2026-04-22,1.5,False,476,413,63,86.7647,False,239,206,86.1925,48.12,49.51,1.39,0.9131,1.137,0.2239,32.8297,34.8669,2.0372
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,PTBA,5772,2002-12-23,2026-04-22,1.5,False,546,483,63,88.4615,False,256,229,89.4531,46.88,45.85,-1.03,0.3847,0.2994,-0.0853,57.6779,52.8755,-4.8024
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,PWON,5059,2005-09-29,2026-04-22,1.5,False,425,361,64,84.9412,False,195,165,84.6154,49.74,51.52,1.78,1.0327,1.079,0.0463,50.6911,53.7484,3.0573
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,RALS,5294,2004-10-22,2026-04-22,1.5,False,417,348,69,83.4532,False,182,155,85.1648,42.86,43.23,0.37,0.3745,0.5433,0.1688,33.7488,33.7822,0.0334
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,SCMA,5887,2002-07-16,2026-04-22,1.5,False,528,435,93,82.3864,False,238,198,83.1933,46.64,47.47,0.83,1.1713,1.1429,-0.0284,50.3184,53.8501,3.5317
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,SILO,3090,2013-09-12,2026-04-22,1.5,False,265,219,46,82.6415,False,112,96,85.7143,55.36,54.17,-1.19,1.1023,0.6971,-0.4052,38.493,40.1677,1.6747
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,SMGR,5060,2005-09-29,2026-04-22,1.5,False,380,328,52,86.3158,False,197,171,86.802,43.15,43.86,0.71,-0.2507,-0.2005,0.0502,65.0248,58.4961,-6.5287
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,TBIG,3807,2010-10-26,2026-04-22,1.5,False,263,228,35,86.692,False,127,107,84.252,42.52,44.86,2.34,0.5546,0.9089,0.3543,41.3457,34.7891,-6.5566
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,TLKM,5311,2004-09-28,2026-04-22,1.5,False,352,307,45,87.2159,False,191,167,87.4346,42.93,43.71,0.78,-0.1544,-0.2158,-0.0614,36.797,40.8794,4.0824
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,TPIA,5859,2002-08-23,2026-04-22,1.5,False,349,307,42,87.9656,False,143,122,85.3147,52.45,57.38,4.93,1.792,2.274,0.482,54.7696,39.9768,-14.7928
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,UNTR,6371,2000-09-05,2026-04-22,1.5,False,503,443,60,88.0716,False,258,230,89.1473,49.22,49.57,0.35,0.5323,0.4967,-0.0356,47.8348,53.4147,5.5799
alt_filter_no_liquidity_gate,Alt filter without liquidity gate,UNVR,5591,2003-09-03,2026-04-22,1.5,False,483,409,74,84.6791,False,247,211,85.4251,46.96,48.34,1.38,0.0309,0.1519,0.121,41.4751,38.9511,-2.524
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,AALI,6220,2001-04-05,2026-04-22,1.5,False,504,373,131,74.0079,False,234,186,79.4872,46.58,43.55,-3.03,0.2811,-0.1094,-0.3905,59.6064,63.2823,3.6759
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,ACES,4525,2007-11-06,2026-04-22,1.5,False,378,175,203,46.2963,False,178,92,51.6854,41.57,42.39,0.82,-0.3323,-0.3846,-0.0523,68.2703,47.1756,-21.0947
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,ADRO,4360,2008-07-16,2026-04-22,1.5,False,350,304,46,86.8571,False,167,146,87.4251,43.11,39.73,-3.38,0.1157,-0.016,-0.1317,60.1084,62.5466,2.4382
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,AKRA,5060,2005-09-29,2026-04-22,1.5,False,328,240,88,73.1707,False,175,134,76.5714,35.43,36.57,1.14,-0.024,-0.0566,-0.0326,70.3997,56.0609,-14.3388
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,AMRT,4243,2009-01-15,2026-04-22,1.5,False,367,78,289,21.2534,False,168,41,24.4048,41.07,31.71,-9.36,0.9023,-0.6382,-1.5405,30.977,36.6412,5.6642
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,ANTM,5060,2005-09-29,2026-04-22,1.5,False,372,329,43,88.4409,False,171,146,85.3801,42.11,44.52,2.41,0.0237,0.521,0.4973,80.8039,63.3226,-17.4813
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,ASII,6341,2000-10-17,2026-04-22,1.5,False,441,367,74,83.22,False,223,188,84.3049,54.71,56.38,1.67,1.1328,1.2007,0.0679,25.9672,28.8621,2.8949
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,AUTO,6299,2000-12-14,2026-04-22,1.5,False,547,65,482,11.883,False,254,32,12.5984,40.55,28.12,-12.43,0.257,-0.782,-1.039,50.8046,25.8169,-24.9877
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BBCA,5392,2004-06-08,2026-04-22,1.5,False,429,355,74,82.7506,False,230,200,86.9565,50.87,49.5,-1.37,0.2262,0.1994,-0.0268,26.1163,30.9163,4.8
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BBNI,5512,2003-12-23,2026-04-22,1.5,False,450,306,144,68.0,False,220,161,73.1818,45.0,45.96,0.96,0.3626,0.3219,-0.0407,36.9104,30.5561,-6.3543
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BBRI,5543,2003-11-10,2026-04-22,1.5,False,412,357,55,86.6505,False,215,184,85.5814,46.05,46.2,0.15,0.076,0.1782,0.1022,38.4854,42.626,4.1406
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BBTN,4014,2009-12-17,2026-04-22,1.5,False,319,263,56,82.4451,False,146,126,86.3014,51.37,48.41,-2.96,0.3996,0.2642,-0.1354,43.4339,43.0453,-0.3886
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BMRI,5628,2003-07-14,2026-04-22,1.5,False,443,374,69,84.4244,False,229,196,85.5895,46.29,50.0,3.71,0.3825,0.475,0.0925,31.815,23.5986,-8.2164
alt_filter_liquidity_gate_5b,Alt filter with liquidity gate >= 5B IDR,BRPT,5901,2002-06-26,2026-04-22,1.5,False,439,241,198,54.8975,False,187,106,56.6845,43.32,46.23,2.91,2.6719,2.4531,-0.2188,53.7663,43.7128,-10.0535
