date,ticker,scenario,entry_mode,start_mode,open_time,open_price,entry_time,entry_price,trail_start_time,peak_price,exit_time,exit_price,exit_reason,return_pct
2026-07-20,JELI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,895.0,2026-07-20 09:00:00+07:00,895.0,2026-07-20 09:30:00+07:00,905.0,2026-07-20 09:30:00+07:00,895.95,trailing_stop,-0.19385474860335014
2026-07-20,RANS,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,250.0,2026-07-20 09:00:00+07:00,250.0,2026-07-20 09:00:00+07:00,260.0,2026-07-20 09:00:00+07:00,257.4,trailing_stop,2.659999999999985
2026-07-20,RANS,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,250.0,2026-07-20 09:00:00+07:00,250.0,2026-07-20 09:30:00+07:00,260.0,2026-07-20 09:30:00+07:00,257.4,trailing_stop,2.659999999999985
2026-07-20,ADRO,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,2510.0,2026-07-20 09:00:00+07:00,2510.0,2026-07-20 09:00:00+07:00,2540.0,2026-07-20 09:05:00+07:00,2514.6,trailing_stop,-0.11673306772909094
2026-07-20,ADRO,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,2510.0,2026-07-20 09:00:00+07:00,2510.0,2026-07-20 09:30:00+07:00,2540.0,2026-07-20 09:30:00+07:00,2514.6,trailing_stop,-0.11673306772909094
2026-07-20,BIPI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,144.0,2026-07-20 09:00:00+07:00,144.0,2026-07-20 09:00:00+07:00,145.0,2026-07-20 09:00:00+07:00,143.55,trailing_stop,-0.6124999999999934
2026-07-20,BIPI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,144.0,2026-07-20 09:00:00+07:00,144.0,2026-07-20 09:30:00+07:00,147.0,2026-07-20 09:30:00+07:00,145.53,trailing_stop,0.7625000000000106
2026-07-20,BNBR,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,86.0,2026-07-20 09:00:00+07:00,86.0,2026-07-20 09:00:00+07:00,87.0,2026-07-20 09:00:00+07:00,86.13,trailing_stop,-0.14883720930233243
2026-07-20,BNBR,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,86.0,2026-07-20 09:00:00+07:00,86.0,2026-07-20 09:30:00+07:00,87.0,2026-07-20 09:30:00+07:00,86.13,trailing_stop,-0.14883720930233243
2026-07-20,BRMS,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,545.0,2026-07-20 09:00:00+07:00,545.0,2026-07-20 09:00:00+07:00,550.0,2026-07-20 09:00:00+07:00,544.5,trailing_stop,-0.39174311926605226
2026-07-20,BRMS,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,545.0,2026-07-20 09:00:00+07:00,545.0,2026-07-20 09:30:00+07:00,555.0,2026-07-20 09:30:00+07:00,549.45,trailing_stop,0.5165137614678963
2026-07-20,PANI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,6225.0,2026-07-20 09:00:00+07:00,6225.0,2026-07-20 09:00:00+07:00,6400.0,2026-07-20 09:00:00+07:00,6336.0,trailing_stop,1.4831325301204794
2026-07-20,PANI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,6225.0,2026-07-20 09:00:00+07:00,6225.0,2026-07-20 09:30:00+07:00,6400.0,2026-07-20 09:30:00+07:00,6336.0,trailing_stop,1.4831325301204794
2026-07-20,BUMI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,151.0,2026-07-20 09:00:00+07:00,151.0,2026-07-20 09:00:00+07:00,153.0,2026-07-20 09:00:00+07:00,151.47,trailing_stop,0.0112582781456874
2026-07-20,BUMI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,151.0,2026-07-20 09:00:00+07:00,151.0,2026-07-20 09:30:00+07:00,155.0,2026-07-20 09:30:00+07:00,153.45,trailing_stop,1.3225165562913759
2026-07-20,CTTH,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,129.0,2026-07-20 09:00:00+07:00,129.0,2026-07-20 09:00:00+07:00,143.0,2026-07-20 09:00:00+07:00,141.57,trailing_stop,9.444186046511616
2026-07-20,CTTH,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,129.0,2026-07-20 09:00:00+07:00,129.0,2026-07-20 09:30:00+07:00,153.0,2026-07-20 09:30:00+07:00,151.47,trailing_stop,17.118604651162784
2026-07-20,CUAN,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,635.0,2026-07-20 09:00:00+07:00,635.0,2026-07-20 09:00:00+07:00,655.0,2026-07-20 09:00:00+07:00,648.45,trailing_stop,1.818110236220483
2026-07-20,CUAN,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,635.0,2026-07-20 09:00:00+07:00,635.0,2026-07-20 09:30:00+07:00,665.0,2026-07-20 09:30:00+07:00,658.35,trailing_stop,3.3771653543307134
2026-07-20,GTSI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,141.0,2026-07-20 09:00:00+07:00,141.0,2026-07-20 09:00:00+07:00,150.0,2026-07-20 09:05:00+07:00,148.5,trailing_stop,5.019148936170204
2026-07-20,GTSI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,141.0,2026-07-20 09:00:00+07:00,141.0,2026-07-20 09:30:00+07:00,157.0,2026-07-20 09:30:00+07:00,155.43,trailing_stop,9.93404255319149
2026-07-20,KBLV,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,143.0,2026-07-20 09:00:00+07:00,143.0,2026-07-20 09:00:00+07:00,163.0,2026-07-20 09:00:00+07:00,161.37,trailing_stop,12.54615384615384
2026-07-20,KBLV,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,143.0,2026-07-20 09:00:00+07:00,143.0,2026-07-20 09:30:00+07:00,163.0,2026-07-20 09:30:00+07:00,161.37,trailing_stop,12.54615384615384
2026-07-20,MEDC,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,1260.0,2026-07-20 09:00:00+07:00,1260.0,2026-07-20 09:00:00+07:00,1270.0,2026-07-20 09:00:00+07:00,1257.3,trailing_stop,-0.5142857142857225
2026-07-20,MEDC,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,1260.0,2026-07-20 09:00:00+07:00,1260.0,2026-07-20 09:30:00+07:00,1275.0,2026-07-20 09:30:00+07:00,1262.25,trailing_stop,-0.12142857142857207
2026-07-20,NCKL,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,840.0,2026-07-20 09:00:00+07:00,840.0,2026-07-20 09:00:00+07:00,860.0,2026-07-20 09:00:00+07:00,851.4,trailing_stop,1.057142857142857
2026-07-20,NCKL,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,840.0,2026-07-20 09:00:00+07:00,840.0,2026-07-20 09:30:00+07:00,885.0,2026-07-20 09:30:00+07:00,876.15,trailing_stop,4.003571428571428
2026-07-20,RAJA,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,890.0,2026-07-20 09:00:00+07:00,890.0,2026-07-20 09:00:00+07:00,905.0,2026-07-20 09:00:00+07:00,895.95,trailing_stop,0.3685393258426986
2026-07-20,RAJA,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,890.0,2026-07-20 09:00:00+07:00,890.0,2026-07-20 09:30:00+07:00,905.0,2026-07-20 09:30:00+07:00,895.95,trailing_stop,0.3685393258426986
2026-07-20,TINS,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,3590.0,2026-07-20 09:00:00+07:00,3590.0,2026-07-20 09:00:00+07:00,3630.0,2026-07-20 10:45:00+07:00,3593.7,trailing_stop,-0.19693593314763477
2026-07-20,TINS,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,3590.0,2026-07-20 09:00:00+07:00,3590.0,2026-07-20 09:30:00+07:00,3630.0,2026-07-20 10:45:00+07:00,3593.7,trailing_stop,-0.19693593314763477
2026-07-20,TLKM,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,2660.0,2026-07-20 09:00:00+07:00,2660.0,2026-07-20 09:00:00+07:00,2700.0,2026-07-20 09:00:00+07:00,2673.0,trailing_stop,0.18872180451127177
2026-07-20,TLKM,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,2660.0,2026-07-20 09:00:00+07:00,2660.0,2026-07-20 09:30:00+07:00,2740.0,2026-07-20 09:40:00+07:00,2712.6,trailing_stop,1.6774436090225446
2026-07-20,BRPT,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-20 09:00:00+07:00,1705.0,2026-07-20 09:00:00+07:00,1705.0,2026-07-20 09:00:00+07:00,1730.0,2026-07-20 09:00:00+07:00,1712.7,trailing_stop,0.15161290322581758
2026-07-20,BRPT,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-20 09:00:00+07:00,1705.0,2026-07-20 09:00:00+07:00,1705.0,2026-07-20 09:30:00+07:00,1740.0,2026-07-20 09:30:00+07:00,1722.6,trailing_stop,0.7322580645161227
2026-07-21,PAMG,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,60.0,2026-07-21 09:00:00+07:00,60.0,2026-07-21 09:00:00+07:00,61.0,2026-07-21 09:00:00+07:00,60.39,trailing_stop,0.34999999999999504
2026-07-21,PAMG,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,60.0,2026-07-20 16:10:00+07:00,63.0,2026-07-21 09:00:00+07:00,63.0,2026-07-21 09:00:00+07:00,62.37,trailing_stop,-1.3000000000000007
2026-07-21,PAMG,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,60.0,2026-07-21 09:00:00+07:00,60.0,2026-07-21 09:30:00+07:00,61.0,2026-07-21 09:30:00+07:00,60.39,trailing_stop,0.34999999999999504
2026-07-21,PAMG,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,60.0,2026-07-20 16:10:00+07:00,63.0,2026-07-21 09:30:00+07:00,63.0,2026-07-21 09:30:00+07:00,62.37,trailing_stop,-1.3000000000000007
2026-07-21,PADI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,70.0,2026-07-21 09:00:00+07:00,70.0,2026-07-21 09:00:00+07:00,71.0,2026-07-21 09:00:00+07:00,70.29,trailing_stop,0.11428571428572258
2026-07-21,PADI,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,70.0,2026-07-20 16:10:00+07:00,70.0,2026-07-21 09:00:00+07:00,71.0,2026-07-21 09:00:00+07:00,70.29,trailing_stop,0.11428571428572258
2026-07-21,PADI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,70.0,2026-07-21 09:00:00+07:00,70.0,2026-07-21 09:30:00+07:00,74.0,2026-07-21 09:30:00+07:00,73.26,trailing_stop,4.35714285714287
2026-07-21,PADI,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,70.0,2026-07-20 16:10:00+07:00,70.0,2026-07-21 09:30:00+07:00,74.0,2026-07-21 09:30:00+07:00,73.26,trailing_stop,4.35714285714287
2026-07-21,NTBK,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:00:00+07:00,100.98,trailing_stop,-1.3000000000000007
2026-07-21,NTBK,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,102.0,2026-07-20 16:10:00+07:00,101.0,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:00:00+07:00,100.98,trailing_stop,-0.3198019801980198
2026-07-21,NTBK,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:00:00+07:00,102.0,2026-07-21 09:30:00+07:00,102.0,2026-07-21 09:30:00+07:00,100.98,trailing_stop,-1.3000000000000007
2026-07-21,NTBK,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,102.0,2026-07-20 16:10:00+07:00,101.0,2026-07-21 09:30:00+07:00,102.0,2026-07-21 09:30:00+07:00,100.98,trailing_stop,-0.3198019801980198
2026-07-21,MLPL,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,89.0,2026-07-21 09:00:00+07:00,89.0,2026-07-21 09:00:00+07:00,90.0,2026-07-21 09:00:00+07:00,89.1,trailing_stop,-0.18764044943820865
2026-07-21,MLPL,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,89.0,2026-07-20 16:10:00+07:00,88.0,2026-07-21 09:00:00+07:00,90.0,2026-07-21 09:00:00+07:00,89.1,trailing_stop,0.9499999999999956
2026-07-21,MLPL,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,89.0,2026-07-21 09:00:00+07:00,89.0,2026-07-21 09:30:00+07:00,98.0,2026-07-21 09:30:00+07:00,97.02,trailing_stop,8.711235955056173
2026-07-21,MLPL,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,89.0,2026-07-20 16:10:00+07:00,88.0,2026-07-21 09:30:00+07:00,98.0,2026-07-21 09:30:00+07:00,97.02,trailing_stop,9.950000000000003
2026-07-21,MEDC,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,1285.0,2026-07-21 09:00:00+07:00,1285.0,2026-07-21 09:00:00+07:00,1290.0,2026-07-21 09:00:00+07:00,1277.1,trailing_stop,-0.9147859922179032
2026-07-21,MEDC,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,1285.0,2026-07-20 16:10:00+07:00,1270.0,2026-07-21 09:00:00+07:00,1290.0,2026-07-21 09:00:00+07:00,1277.1,trailing_stop,0.2590551181102299
2026-07-21,MEDC,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,1285.0,2026-07-21 09:00:00+07:00,1285.0,2026-07-21 09:30:00+07:00,1290.0,2026-07-21 09:30:00+07:00,1277.1,trailing_stop,-0.9147859922179032
2026-07-21,MEDC,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,1285.0,2026-07-20 16:10:00+07:00,1270.0,2026-07-21 09:30:00+07:00,1290.0,2026-07-21 09:30:00+07:00,1277.1,trailing_stop,0.2590551181102299
2026-07-21,JGLE,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,50.0,2026-07-21 09:00:00+07:00,50.0,2026-07-21 09:00:00+07:00,52.0,2026-07-21 09:15:00+07:00,51.48,trailing_stop,2.659999999999985
2026-07-21,JGLE,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,50.0,2026-07-20 16:10:00+07:00,50.0,2026-07-21 09:00:00+07:00,52.0,2026-07-21 09:15:00+07:00,51.48,trailing_stop,2.659999999999985
2026-07-21,JGLE,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,50.0,2026-07-21 09:00:00+07:00,50.0,2026-07-21 09:30:00+07:00,52.0,2026-07-21 09:30:00+07:00,51.48,trailing_stop,2.659999999999985
2026-07-21,JGLE,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,50.0,2026-07-20 16:10:00+07:00,50.0,2026-07-21 09:30:00+07:00,52.0,2026-07-21 09:30:00+07:00,51.48,trailing_stop,2.659999999999985
2026-07-21,MBMA,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,525.0,2026-07-21 09:00:00+07:00,525.0,2026-07-21 09:00:00+07:00,535.0,2026-07-21 09:05:00+07:00,529.65,trailing_stop,0.5857142857142896
2026-07-21,MBMA,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,525.0,2026-07-20 16:10:00+07:00,525.0,2026-07-21 09:00:00+07:00,535.0,2026-07-21 09:05:00+07:00,529.65,trailing_stop,0.5857142857142896
2026-07-21,MBMA,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,525.0,2026-07-21 09:00:00+07:00,525.0,2026-07-21 09:30:00+07:00,535.0,2026-07-21 09:30:00+07:00,529.65,trailing_stop,0.5857142857142896
2026-07-21,MBMA,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,525.0,2026-07-20 16:10:00+07:00,525.0,2026-07-21 09:30:00+07:00,535.0,2026-07-21 09:30:00+07:00,529.65,trailing_stop,0.5857142857142896
2026-07-21,LSIP,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,1335.0,2026-07-21 09:00:00+07:00,1335.0,2026-07-21 09:00:00+07:00,1345.0,2026-07-21 09:00:00+07:00,1331.55,trailing_stop,-0.5584269662921357
2026-07-21,LSIP,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,1335.0,2026-07-20 16:10:00+07:00,1325.0,2026-07-21 09:00:00+07:00,1345.0,2026-07-21 09:00:00+07:00,1331.55,trailing_stop,0.1943396226415153
2026-07-21,LSIP,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,1335.0,2026-07-21 09:00:00+07:00,1335.0,2026-07-21 09:30:00+07:00,1350.0,2026-07-21 09:30:00+07:00,1336.5,trailing_stop,-0.18764044943820865
2026-07-21,LSIP,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,1335.0,2026-07-20 16:10:00+07:00,1325.0,2026-07-21 09:30:00+07:00,1350.0,2026-07-21 09:30:00+07:00,1336.5,trailing_stop,0.5679245283018888
2026-07-21,KIJA,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,138.0,2026-07-21 09:00:00+07:00,138.0,2026-07-21 09:00:00+07:00,139.0,2026-07-21 09:00:00+07:00,137.60999999999999,trailing_stop,-0.5826086956521868
2026-07-21,KIJA,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,138.0,2026-07-20 16:10:00+07:00,137.0,2026-07-21 09:00:00+07:00,139.0,2026-07-21 09:00:00+07:00,137.60999999999999,trailing_stop,0.14525547445255496
2026-07-21,KIJA,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,138.0,2026-07-21 09:00:00+07:00,138.0,2026-07-21 09:30:00+07:00,139.0,2026-07-21 09:30:00+07:00,137.60999999999999,trailing_stop,-0.5826086956521868
2026-07-21,KIJA,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,138.0,2026-07-20 16:10:00+07:00,137.0,2026-07-21 09:30:00+07:00,139.0,2026-07-21 09:30:00+07:00,137.60999999999999,trailing_stop,0.14525547445255496
2026-07-21,PANI,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,6200.0,2026-07-21 09:00:00+07:00,6200.0,2026-07-21 09:00:00+07:00,6275.0,2026-07-21 09:00:00+07:00,6212.25,trailing_stop,-0.10241935483871174
2026-07-21,PANI,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,6200.0,2026-07-20 16:10:00+07:00,6150.0,2026-07-21 09:00:00+07:00,6275.0,2026-07-21 09:00:00+07:00,6212.25,trailing_stop,0.7121951219512093
2026-07-21,PANI,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,6200.0,2026-07-21 09:00:00+07:00,6200.0,2026-07-21 09:30:00+07:00,6450.0,2026-07-21 09:30:00+07:00,6385.5,trailing_stop,2.691935483870978
2026-07-21,PANI,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,6200.0,2026-07-20 16:10:00+07:00,6150.0,2026-07-21 09:30:00+07:00,6450.0,2026-07-21 09:30:00+07:00,6385.5,trailing_stop,3.52926829268293
2026-07-21,MDIA,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:00:00+07:00,71.28,trailing_stop,-1.3000000000000007
2026-07-21,MDIA,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,72.0,2026-07-20 16:10:00+07:00,71.0,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:00:00+07:00,71.28,trailing_stop,0.09436619718309362
2026-07-21,MDIA,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:00:00+07:00,72.0,2026-07-21 09:30:00+07:00,72.0,2026-07-21 09:30:00+07:00,71.28,trailing_stop,-1.3000000000000007
2026-07-21,MDIA,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,72.0,2026-07-20 16:10:00+07:00,71.0,2026-07-21 09:30:00+07:00,72.0,2026-07-21 09:30:00+07:00,71.28,trailing_stop,0.09436619718309362
2026-07-21,PGAS,buy_open_H__trail_from_entry,buy_open_H,trail_from_entry,2026-07-21 09:00:00+07:00,1510.0,2026-07-21 09:00:00+07:00,1510.0,2026-07-21 09:00:00+07:00,1520.0,2026-07-21 09:00:00+07:00,1504.8,trailing_stop,-0.6443708609271568
2026-07-21,PGAS,buy_close_H_minus_1__trail_from_entry,buy_close_H_minus_1,trail_from_entry,2026-07-21 09:00:00+07:00,1510.0,2026-07-20 16:10:00+07:00,1500.0,2026-07-21 09:00:00+07:00,1520.0,2026-07-21 09:00:00+07:00,1504.8,trailing_stop,0.019999999999986955
2026-07-21,PGAS,buy_open_H__trail_from_0930,buy_open_H,trail_from_0930,2026-07-21 09:00:00+07:00,1510.0,2026-07-21 09:00:00+07:00,1510.0,2026-07-21 09:30:00+07:00,1520.0,2026-07-21 10:10:00+07:00,1504.8,trailing_stop,-0.6443708609271568
2026-07-21,PGAS,buy_close_H_minus_1__trail_from_0930,buy_close_H_minus_1,trail_from_0930,2026-07-21 09:00:00+07:00,1510.0,2026-07-20 16:10:00+07:00,1500.0,2026-07-21 09:30:00+07:00,1520.0,2026-07-21 10:10:00+07:00,1504.8,trailing_stop,0.019999999999986955
