signal_date,entry_date,exit_date,entry_price,exit_price,return_pct,is_win,holding_period_bars,max_drawdown_pct,exit_reason,ticker,variant_id
2014-09-12,2014-09-15,2014-10-03,668.5714721679688,706.666748046875,5.698010977850304,True,15,4.2735,time_stop,MEDC,atr_trailing_stop_no_layer3
2014-10-29,2014-10-30,2014-11-10,728.5714721679688,683.8095703125,-6.143790083116115,False,8,6.9281,atr_stop,MEDC,atr_trailing_stop_no_layer3
2015-03-31,2015-04-01,2015-04-22,576.1905517578125,591.4286499023438,2.6446282567535415,True,15,0.3306,time_stop,MEDC,atr_trailing_stop_no_layer3
2015-04-30,2015-05-04,2015-05-25,609.5238647460938,563.8095703125,-7.500000751018455,False,15,8.75,time_stop,MEDC,atr_trailing_stop_no_layer3
2016-03-17,2016-03-18,2016-04-08,183.80953979492188,308.57147216796875,67.87565678704435,True,15,0.0,time_stop,MEDC,atr_trailing_stop_no_layer3
2016-04-29,2016-05-02,2016-05-19,319.0476379394531,295.2381286621094,-7.462681570412431,False,12,9.5522,atr_stop,MEDC,atr_trailing_stop_no_layer3
2016-06-20,2016-06-21,2016-07-18,291.4285888671875,340.9524230957031,16.993471512530668,True,15,11.7647,time_stop,MEDC,atr_trailing_stop_no_layer3
2016-08-23,2016-08-24,2016-08-29,333.3333740234375,291.4285888671875,-12.571434012276123,False,4,13.4286,atr_stop,MEDC,atr_trailing_stop_no_layer3
2016-11-03,2016-11-04,2016-11-14,289.5238342285156,261.90478515625,-9.539473372152994,False,7,12.5,atr_stop,MEDC,atr_trailing_stop_no_layer3
2016-12-13,2016-12-14,2016-12-22,265.7143249511719,237.14288330078125,-10.752691506429306,False,7,12.5448,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-01-04,2017-01-05,2017-01-16,299.0476379394531,272.3809814453125,-8.917193487259615,False,8,9.5541,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-02-08,2017-02-09,2017-03-01,288.57147216796875,459.0476684570313,59.075900680103786,True,15,1.9802,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-03-03,2017-03-06,2017-03-24,506.6667175292969,569.5238647460938,12.406014652652274,True,15,4.8872,time_stop,MEDC,atr_trailing_stop_no_layer3
2017-03-30,2017-03-31,2017-04-06,678.0952758789062,600.0000610351562,-11.516849861920612,False,5,12.6405,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-05-31,2017-06-01,2017-06-16,573.3333740234375,499.0476684570313,-12.956808190860599,False,12,13.6213,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-07-17,2017-07-18,2017-07-24,520.0000610351562,489.52386474609375,-5.860806290751966,False,5,8.4249,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-07-26,2017-07-27,2017-08-16,521.90478515625,537.1428833007812,2.9197084560106505,True,15,5.1095,time_stop,MEDC,atr_trailing_stop_no_layer3
2017-08-23,2017-08-24,2017-09-12,560.0000610351562,655.2381591796875,17.006801386500616,True,14,0.6803,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-09-13,2017-09-14,2017-09-27,624.761962890625,594.2857666015625,-4.878049257041256,False,10,12.1951,atr_stop,MEDC,atr_trailing_stop_no_layer3
2017-11-16,2017-11-17,2017-12-07,651.4286499023438,761.9048461914062,16.959063176853533,True,15,3.5088,time_stop,MEDC,atr_trailing_stop_no_layer3
2017-12-22,2017-12-25,2018-01-12,757.6719360351562,926.984130859375,22.346372720391035,True,15,2.7933,time_stop,MEDC,atr_trailing_stop_no_layer3
2018-01-16,2018-01-17,2018-02-01,1066.6666259765625,1041.2698974609375,-2.380943389165626,False,12,7.5397,atr_stop,MEDC,atr_trailing_stop_no_layer3
2018-02-21,2018-02-22,2018-03-07,1164.0211181640625,1164.0211181640625,0.0,False,10,1.4545,atr_stop,MEDC,atr_trailing_stop_no_layer3
2018-05-11,2018-05-14,2018-05-28,1045.502685546875,952.3809814453124,-8.906883300146962,False,11,11.7409,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-01-04,2019-01-07,2019-01-25,664.55029296875,711.111083984375,7.006360768817611,True,15,1.9108,time_stop,MEDC,atr_trailing_stop_no_layer3
2019-01-28,2019-01-29,2019-02-08,778.8359985351562,808.4656372070312,3.804348890857994,True,9,3.2609,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-02-18,2019-02-19,2019-02-28,871.9576416015625,783.0687866210938,-10.194171223409745,False,8,10.1942,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-04-23,2019-04-24,2019-05-02,774.6031494140625,719.5767211914062,-7.103821907292812,False,7,7.1038,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-06-25,2019-06-26,2019-07-08,711.111083984375,677.2486572265625,-4.761903944469602,False,9,5.9524,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-07-22,2019-07-23,2019-08-01,719.5767211914062,689.9470825195312,-4.117648306189933,False,8,4.1176,atr_stop,MEDC,atr_trailing_stop_no_layer3
2019-09-16,2019-09-17,2019-09-24,677.2486572265625,609.5238037109375,-9.999998197555488,False,6,10.625,atr_stop,MEDC,atr_trailing_stop_no_layer3
2020-11-24,2020-11-25,2020-12-16,482.0,640.0,32.780082987551864,True,15,2.0747,time_stop,MEDC,atr_trailing_stop_no_layer3
2021-01-06,2021-01-07,2021-01-18,690.0,655.0,-5.072463768115942,False,8,5.7971,atr_stop,MEDC,atr_trailing_stop_no_layer3
2021-04-28,2021-04-29,2021-05-24,625.0,675.0,8.0,True,15,3.2,atr_stop,MEDC,atr_trailing_stop_no_layer3
2021-06-09,2021-06-10,2021-06-28,730.0,650.0,-10.95890410958904,False,13,12.3288,atr_stop,MEDC,atr_trailing_stop_no_layer3
2021-09-28,2021-09-29,2021-10-19,540.0,620.0,14.814814814814813,True,15,3.7037,time_stop,MEDC,atr_trailing_stop_no_layer3
2022-01-19,2022-01-20,2022-01-25,505.0,482.0,-4.554455445544554,False,4,5.7426,atr_stop,MEDC,atr_trailing_stop_no_layer3
2022-01-28,2022-01-31,2022-02-21,550.0,555.0,0.9090909090909091,True,15,5.4545,time_stop,MEDC,atr_trailing_stop_no_layer3
2022-02-24,2022-02-25,2022-03-14,630.0,595.0,-5.555555555555555,False,10,5.5556,atr_stop,MEDC,atr_trailing_stop_no_layer3
2022-05-25,2022-05-27,2022-06-13,590.0,585.0,-0.847457627118644,False,11,5.9322,atr_stop,MEDC,atr_trailing_stop_no_layer3
2022-06-16,2022-06-17,2022-07-01,650.0,595.0,-8.461538461538462,False,11,8.4615,atr_stop,MEDC,atr_trailing_stop_no_layer3
2022-08-01,2022-08-02,2022-08-23,615.0,735.0,19.51219512195122,True,15,5.6911,time_stop,MEDC,atr_trailing_stop_no_layer3
2022-08-24,2022-08-25,2022-09-14,780.0,975.0,25.0,True,15,1.2821,time_stop,MEDC,atr_trailing_stop_no_layer3
2022-11-01,2022-11-02,2022-11-10,1105.0,1085.0,-1.809954751131222,False,7,1.81,atr_stop,MEDC,atr_trailing_stop_no_layer3
2022-11-11,2022-11-14,2022-11-28,1170.0,1000.0,-14.529914529914532,False,11,15.3846,atr_stop,MEDC,atr_trailing_stop_no_layer3
2023-08-15,2023-08-16,2023-09-06,1080.0,1380.0,27.77777777777778,True,15,5.0926,time_stop,MEDC,atr_trailing_stop_no_layer3
